"trace_id","source_id","source_type","source_artifact","contract_artifacts","contract_records","required_future_evidence","status_or_gate"
"TR-WAY-004","WING-STRATEGY","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-WING-STRATEGY;TPL-SERVICE-WING;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal/prerequisite and four release states; Open before ordinal 1 or abbreviation-only accessible name fails; recovery: Canonical Quick Access remains; hold until earlier ordinal and active release","wayfinding_reference_contracted_not_active"
"TR-WAY-005","ROOM-STRATEGY-ARCHITECTURE","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-STRATEGY-ARCHITECTURE;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and four release states; Premature open or missing formal title/canonical link fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-WAY-006","WING-IMMERSIVE-CREATIVE","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-WING-IMMERSIVE-CREATIVE;TPL-SERVICE-WING;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal/prerequisite and four release states; Open before ordinals 1-2 or abbreviation-only accessible name fails; recovery: Canonical Quick Access remains; hold until prerequisites and active release","wayfinding_reference_contracted_not_active"
"TR-WAY-007","ROOM-SPATIAL-IMMERSIVE","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-SPATIAL-IMMERSIVE;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and four release states; Premature open or missing formal title/non-WebGL route fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-WAY-008","ROOM-CREATIVE-VISUAL","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-CREATIVE-VISUAL;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and four release states; Premature open or missing formal title/canonical link fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-WAY-009","WING-DIGITAL-GROWTH","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-WING-DIGITAL-GROWTH;TPL-SERVICE-WING;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal/prerequisite and four release states; Open before ordinals 1-3 or abbreviation-only accessible name fails; recovery: Canonical Quick Access remains; hold until prerequisites and active release","wayfinding_reference_contracted_not_active"
"TR-WAY-010","ROOM-PLATFORM-PRODUCT","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-PLATFORM-PRODUCT;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and four release states; Premature open or missing formal title/canonical link fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-WAY-011","ROOM-PRODUCT-EXPERIENCE","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-PRODUCT-EXPERIENCE;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and four release states; Premature open truncation or abbreviation-only accessible name fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-WAY-012","ROOM-COMMERCE-GROWTH","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-COMMERCE-GROWTH;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and four release states; Premature open or missing formal title/canonical link fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-WAY-013","WING-CLOUD-TRUST","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-WING-CLOUD-TRUST;TPL-SERVICE-WING;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal/prerequisite and four release states; Open before ordinals 1-4 or abbreviation-only accessible name fails; recovery: Canonical Quick Access remains; hold until prerequisites and active release","wayfinding_reference_contracted_not_active"
"TR-WAY-014","ROOM-CLOUD-RELIABILITY","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-CLOUD-RELIABILITY;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and four release states; Premature open or missing formal title/canonical link fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-WAY-015","ROOM-SECURITY-TRUST","wayfinding","docs/phase-1-ux-architecture/wayfinding-release-map.csv","foundation-flow-coverage.csv;foundation-route-coverage.csv;reference-template-inventory.csv","COV-WAY-ROOM-SECURITY-TRUST;TPL-SERVICE-DETAIL;TPL-WORLD-SHELL;TPL-WORLD-HUD","Exact sign/title/route/room/ordinal and four release states; Premature open assurance inflation or missing formal title fails; recovery: Canonical Quick Access and full formal title remain","wayfinding_reference_contracted_not_active"
"TR-TEST-001","UXTEST-001","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-FIRST-VISIT;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-01;COV-ACT-02","JS and canvas disabled on representative indexable routes: Unique title/H1, core decision content, hierarchy, relevant links, help/Book are complete in initial HTML.","acceptance_predicate_contracted_not_executed"
"TR-TEST-002","UXTEST-002","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-ACT-02;COV-EXCL-WORLD;COV-EXCL-ADMIN;COV-EXCL-NONPUBLIC-PUBLICATION;COV-EXCL-CHAT-SESSIONS;COV-EXCL-INTERNAL-SEARCH;COV-EXCL-TRACKING-PARAMETERS;COV-EXCL-FILTER-SORT-VARIANTS;COV-EXCL-STAGING;COV-EXCL-DEFENSE","Enumerate all 33 routes and nine exclusion classes: Route IDs/paths unique; D-025 `/industries` retained; exclusions match controls; zero orphan canonical family.","acceptance_predicate_contracted_not_executed"
"TR-TEST-003","UXTEST-003","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-WORLD-HUD-STREAM;COV-ACT-05;COV-ACT-08;COV-ACT-12;COV-ACT-13;COV-EXCL-WORLD;COV-WAY-WING-AI-DATA;COV-WAY-ROOM-AI-AUTOMATION;COV-WAY-ROOM-DATA-ANALYTICS;COV-WAY-WING-STRATEGY;COV-WAY-ROOM-STRATEGY-ARCHITECTURE;COV-WAY-WING-IMMERSIVE-CREATIVE;COV-WAY-ROOM-SPATIAL-IMMERSIVE;COV-WAY-ROOM-CREATIVE-VISUAL;COV-WAY-WING-DIGITAL-GROWTH;COV-WAY-ROOM-PLATFORM-PRODUCT;COV-WAY-ROOM-PRODUCT-EXPERIENCE;COV-WAY-ROOM-COMMERCE-GROWTH;COV-WAY-WING-CLOUD-TRUST;COV-WAY-ROOM-CLOUD-RELIABILITY;COV-WAY-ROOM-SECURITY-TRUST","Compare each optional room/panel to canonical route: Same active checksum, formal title, summary meaning, evidence state, limitations, sources, and Book; no 3D-only action.","acceptance_predicate_contracted_not_executed"
"TR-TEST-004","UXTEST-004","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-BOOKING-LINEAGE;COV-FLOW-CONTACT;COV-ACT-02;COV-ACT-20;COV-EXCL-TRACKING-PARAMETERS","Start from every route family and reach Book: Direct semantic path exists without AI/human/World; selected route/wing context is visible and editable.","acceptance_predicate_contracted_not_executed"
"TR-TEST-005","UXTEST-005","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-FIRST-VISIT;COV-FLOW-WORLD-HUD-STREAM;COV-ACT-06;COV-ACT-07;COV-ACT-11","First World visit standard/reduced/skip: Controls announced before commitment; audio off; approximately 8-second standard target; skip/reduced reaches stable Reception promptly.","acceptance_predicate_contracted_not_executed"
"TR-TEST-006","UXTEST-006","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-RETURN-VISIT;COV-ACT-40","Return visit with valid/stale/closed/retired saved location: Valid offers Resume/Reception/Replay/Quick Access; invalid safely falls back with status; no identity inference.","acceptance_predicate_contracted_not_executed"
"TR-TEST-007","UXTEST-007","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-FIRST-VISIT;COV-FLOW-RETURN-VISIT;COV-FLOW-WORLD-HUD-STREAM;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-05;COV-ACT-06;COV-ACT-08;COV-ACT-09;COV-ACT-12;COV-EXCL-WORLD","Loader/WebGL/asset/network/device loss at every transition: Quick Access appears, safe context retained, no blank canvas/loop/content loss.","acceptance_predicate_contracted_not_executed"
"TR-TEST-008","UXTEST-008","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-03;COV-ACT-04;COV-ACT-05;COV-EXCL-INTERNAL-SEARCH;COV-EXCL-FILTER-SORT-VARIANTS","Directory search empty/no-result/index unavailable/offline: Browse categories/static active-release directory/clear/Book remain; clean canonical result links; no raw query analytics.","acceptance_predicate_contracted_not_executed"
"TR-TEST-009","UXTEST-009","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-AI;COV-ACT-14;COV-ACT-15;COV-EXCL-CHAT-SESSIONS","Anonymous AI with consent declined: Ephemeral use available; no durable chat/lead/analytics content; browsing and Book remain.","acceptance_predicate_contracted_not_executed"
"TR-TEST-010","UXTEST-010","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-AI;COV-ACT-13;COV-ACT-14;COV-ACT-16;COV-EXCL-DEFENSE","Supported/missing/conflicting/stale/private/commitment/sensitive AI prompts: Supported answer cites approved sources; other cases cannot verify/refuse and offer safe human/Book; no draft/defense/secret leakage.","acceptance_predicate_contracted_not_executed"
"TR-TEST-011","UXTEST-011","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-AI;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-14;COV-ACT-16;COV-ACT-17;COV-EXCL-CHAT-SESSIONS","AI interruption/resume/expiry/duplicate send: At most one message/request; valid session resumes; expired starts new safely; status truthful.","acceptance_predicate_contracted_not_executed"
"TR-TEST-012","UXTEST-012","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-HUMAN-HANDOFF;COV-ACT-18;COV-ACT-41","Staff explicit availability vs Teams presence: Presence cannot create availability; stale/unavailable never shows live; durable handoff survives alert failure.","acceptance_predicate_contracted_not_executed"
"TR-TEST-013","UXTEST-013","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-MEDIA-OPT-IN;COV-ACT-10;COV-ACT-19","Voice/video opt-in declined/denied/unsupported/fails: No media before opt-in; text and Book continue; no automatic re-prompt loop.","acceptance_predicate_contracted_not_executed"
"TR-TEST-014","UXTEST-014","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-ACT-20;COV-ACT-21","Booking required and optional elements: Exactly six required data fields—email, organization, role, desired outcome, matched wing, desired timing—plus one purpose-specific consent record: seven required elements total. Budget is optional; no name/phone/account/upload/AI requirement.","acceptance_predicate_contracted_not_executed"
"TR-TEST-015","UXTEST-015","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-FLOW-CONTACT;COV-ACT-21;COV-ACT-32","Invalid form and consent decline: Error summary/field associations/focus work; no challenge/lead; browsing/ephemeral help remain.","acceptance_predicate_contracted_not_executed"
"TR-TEST-016","UXTEST-016","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-ACT-22;COV-ACT-23;COV-ACT-24;COV-ACT-25","Email pending/expired/undeliverable/corrected/resend/verified: One lineage; unverified states expose no slots/write/confirmation; only current challenge verifies.","acceptance_predicate_contracted_not_executed"
"TR-TEST-017","UXTEST-017","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-26;COV-ACT-27","Availability timezone/DST/no owner/no slot/stale slot: Correct visitor-local instant/zone; no ineligible slot; honest no-slot and recovery with no promise.","acceptance_predicate_contracted_not_executed"
"TR-TEST-018","UXTEST-018","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-28;COV-ACT-29","Double submit/reload/two tabs/provider timeout: One idempotent booking; ambiguous remains pending; reconcile before retry; exactly one external record.","acceptance_predicate_contracted_not_executed"
"TR-TEST-019","UXTEST-019","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-ACT-29","External confirms but alert fails: Confirmation remains valid after reconciliation; alert retry independent; staff console truth preserved.","acceptance_predicate_contracted_not_executed"
"TR-TEST-020","UXTEST-020","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-BOOKING-LINEAGE;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-30;COV-ACT-31","Reschedule/cancel timeout/race/expired authorization: Same lineage; prior truth remains until reconciliation; no false success or duplicate occurrence.","acceptance_predicate_contracted_not_executed"
"TR-TEST-021","UXTEST-021","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-FIRST-VISIT;COV-FLOW-RETURN-VISIT;COV-FLOW-WORLD-HUD-STREAM;COV-FLOW-AI;COV-FLOW-CONTACT;COV-FLOW-AUTH-SESSION-PERMISSION;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-01;COV-ACT-03;COV-ACT-07;COV-ACT-13;COV-ACT-32;COV-ACT-34;COV-ACT-40","Keyboard-only across nav/search/help/booking/staff decision: Logical order; no trap; visible focus; focus moves/restores predictably; every pointer task equivalent.","acceptance_predicate_contracted_not_executed"
"TR-TEST-022","UXTEST-022","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-RETURN-VISIT;COV-FLOW-AI;COV-FLOW-CONTACT;COV-FLOW-AUTH-SESSION-PERMISSION;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-01;COV-ACT-03;COV-ACT-13;COV-ACT-16;COV-ACT-32","Screen reader landmarks/headings/status/errors/source list: Meaningful order/names/roles; status announced without focus theft; error summary links; sources accessible.","acceptance_predicate_contracted_not_executed"
"TR-TEST-023","UXTEST-023","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-FIRST-VISIT;COV-FLOW-WORLD-HUD-STREAM;COV-FLOW-CONTACT;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-01;COV-ACT-26","320 CSS px, 400% zoom, text spacing, landscape mobile/tablet/desktop: No lost content/action or two-dimensional scroll except data; sticky/HUD controls do not obscure focus/content.","acceptance_predicate_contracted_not_executed"
"TR-TEST-024","UXTEST-024","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-NAVIGATION-SEARCH;COV-FLOW-AI;COV-FLOW-ERROR-OFFLINE-RECOVERY","Forced colors, grayscale, unavailable font/images, no CSS images: Focus/status/evidence/error meaning retained; decorative loss does not remove content.","acceptance_predicate_contracted_not_executed"
"TR-TEST-025","UXTEST-025","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-FIRST-VISIT;COV-FLOW-RETURN-VISIT;COV-FLOW-WORLD-HUD-STREAM;COV-FLOW-AI;COV-FLOW-MEDIA-OPT-IN;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-06;COV-ACT-07;COV-ACT-08;COV-ACT-09;COV-ACT-10;COV-ACT-11","Reduced motion/low power/audio muted: Stable content/actions identical; no camera/parallax/loop requirement; transcripts/text equivalents present.","acceptance_predicate_contracted_not_executed"
"TR-TEST-026","UXTEST-026","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-CONTACT;COV-ACT-13","Empty Work/Demos/Insights/Experts and held Trust/About/Contact: Truthful labels and next paths; no prototype seed, invented person/contact, social proof, or assurance claim.","acceptance_predicate_contracted_not_executed"
"TR-TEST-027","UXTEST-027","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-STAFF-PUBLICATION;COV-FLOW-AUTH-SESSION-PERMISSION;COV-ACT-33;COV-ACT-34;COV-ACT-35;COV-ACT-36;COV-ACT-37;COV-ACT-51;COV-EXCL-ADMIN","Author/reviewer/founder/admin role negatives: Server denies self-approval, skipped review, ambiguous/missing role and admin-as-approver inference.","acceptance_predicate_contracted_not_executed"
"TR-TEST-028","UXTEST-028","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-STAFF-PUBLICATION;COV-ACT-04;COV-ACT-35;COV-ACT-38;COV-ACT-39;COV-ACT-52;COV-EXCL-NONPUBLIC-PUBLICATION;COV-EXCL-STAGING;COV-EXCL-DEFENSE","Draft marker seeded across release surfaces: Absent from HTML, metadata, sitemap, notification, AI, directory and 3D; failure keeps previous release.","acceptance_predicate_contracted_not_executed"
"TR-TEST-029","UXTEST-029","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-STAFF-PUBLICATION;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-38;COV-ACT-39;COV-EXCL-NONPUBLIC-PUBLICATION;COV-EXCL-STAGING","Render/index/activation component failure: No partial/mixed release; previous checksum active; correction returns through workflow.","acceptance_predicate_contracted_not_executed"
"TR-TEST-030","UXTEST-030","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-ACT-04;COV-ACT-15;COV-ACT-17;COV-EXCL-INTERNAL-SEARCH","Analytics payload and deletion workflow inspection: No prohibited fields; unknown/small cohorts protected by later policy; unmapped class keeps deletion pending.","acceptance_predicate_contracted_not_executed"
"TR-TEST-031","UXTEST-031","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-STAFF-PUBLICATION;COV-ACT-41;COV-ACT-42","Staff availability on/off with Teams/Redis failure and role negatives: Only authorized explicit durable action can set available; off/error/pending fails unavailable; Teams presence cannot set on; both transitions are audited.","acceptance_predicate_contracted_not_executed"
"TR-TEST-032","UXTEST-032","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-HUMAN-HANDOFF;COV-FLOW-STAFF-PUBLICATION;COV-FLOW-ERROR-OFFLINE-RECOVERY;COV-ACT-18;COV-ACT-43;COV-ACT-44;COV-ACT-45;COV-ACT-46","Handoff queue empty/load/stale then accept/decline/end: Empty differs from error; one authorized acceptance; decline/end preserve request/audit; stale/negative roles denied; visitor retains Book.","acceptance_predicate_contracted_not_executed"
"TR-TEST-033","UXTEST-033","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-HUMAN-HANDOFF;COV-FLOW-STAFF-PUBLICATION;COV-ACT-18;COV-ACT-47","Alert adapter failure after durable handoff/booking: Core state remains authoritative; authorized retry is independently pending/success/error; no duplicate or false conversation/booking outcome.","acceptance_predicate_contracted_not_executed"
"TR-TEST-034","UXTEST-034","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-STAFF-PUBLICATION;COV-ACT-48","Assignment/reassignment with no eligible assignee and stale tabs: One current eligible assignment; conflict blocks overwrite; hold/recovery visible; actor/from/to/version/reason audited; unauthorized self/admin override denied.","acceptance_predicate_contracted_not_executed"
"TR-TEST-035","UXTEST-035","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-STAFF-PUBLICATION;COV-ACT-49;COV-ACT-50","Booking reconciliation and exception handling: Local/provider match confirms once; ambiguous/missing/duplicate/no-slot/alert exception remains visible; no unauthorized delete or retry before ambiguity resolves.","acceptance_predicate_contracted_not_executed"
"TR-TEST-036","UXTEST-036","ux_test","docs/phase-1-ux-architecture/CONTENT_ANALYTICS_TESTS.md","foundation-route-coverage.csv;foundation-flow-coverage.csv;reference-template-inventory.csv;responsive-state-mode-matrix.csv;design-batch-plan.csv","COV-FLOW-STAFF-PUBLICATION;COV-ACT-35;COV-ACT-36;COV-ACT-37;COV-ACT-38;COV-ACT-51;COV-ACT-52","Evidence/SEO and knowledge review boundaries: Exact candidate/checksum used; self-review/admin-as-reviewer denied; knowledge excludes draft/private/defense/stale sources; neither review activates publication.","acceptance_predicate_contracted_not_executed"
